Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Lineage	Annotation BUSCO Missing	Annotation BUSCO Single Copy	Annotation BUSCO Total Count	Annotation BUSCO Version	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Age	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample Biomaterial provider	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Breed	Assembly BioSample Collected by	Assembly BioSample Collection date	Assembly BioSample Cultivar	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Development stage	Assembly BioSample Ecotype	Assembly BioSample Geographic location	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Identified by	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample IFSAC category	Assembly BioSample Isolate	Assembly BioSample Isolate name alias	Assembly BioSample Isolation source	Assembly BioSample Last updated	Assembly BioSample Latitude and Longitude	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Project name	Assembly BioSample Publication date	Assembly BioSample Sample name	Assembly BioSample Serotype	Assembly BioSample Serovar	Assembly BioSample Sex	Assembly BioSample Source type	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Strain	Assembly BioSample Sub-species	Assembly BioSample Submission date	Assembly BioSample Tissue	Assembly Blast URL	Assembly Description	Assembly Diploid Role	Assembly Grouping Method	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly LongName	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Differences	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly RefSeq GenBank Are Different	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats ATGC Count	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_040029055.1	99.17	GCA_000788015.1	87.17	type	Klebsiella pneumoniae	86.76	derived_species_match	category_na	OK	na	99.17	GCA_000788015.1	87.17	type	Klebsiella pneumoniae subsp. pneumoniae	86.76	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5364	114	5599	Best-placed reference protein set; GeneMarkS-2+	GCF_040029055.1-RS_2025_06_11	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-06-11		6.10		canu v. 1.8			PRJNA1116330	PRJNA1116330			Klebsiella pneumoniae strain:HvKP51 Genome sequencing	SAMN41531516		geo_loc_name	China:Nanchang		PRJNA1116330						2019										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	HvKP51				sputum	2024-05-25T05:01:04.513		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-05-25T00:00:00.000						live	2024-05-25T04:11:03.549	HvKP51		2024-05-25T04:11:03.550						Complete Genome				ASM4002905v1		GCA_040029055.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-06-03	PacBio Sequel2 hifi	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5699124	1	5436483		3252657	57	29.8	2	2		2	1	5436483	2	5699124	5699124	98.93	73.3746	0.37	Klebsiella pneumoniae	species	573	v1.2.3	GCF_040029055.1													HvKP51	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_040029055.1	99.17	GCA_000788015.1	87.17	type	Klebsiella pneumoniae	86.76	derived_species_match	category_na	OK	na	99.17	GCA_000788015.1	87.17	type	Klebsiella pneumoniae subsp. pneumoniae	86.76	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5364	114	5599	Best-placed reference protein set; GeneMarkS-2+	GCF_040029055.1-RS_2025_06_11	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-06-11		6.10		canu v. 1.8			PRJNA1116330	PRJNA1116330			Klebsiella pneumoniae strain:HvKP51 Genome sequencing	SAMN41531516		sample_type	whole organism		PRJNA1116330						2019										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	HvKP51				sputum	2024-05-25T05:01:04.513		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-05-25T00:00:00.000						live	2024-05-25T04:11:03.549	HvKP51		2024-05-25T04:11:03.550						Complete Genome				ASM4002905v1		GCA_040029055.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-06-03	PacBio Sequel2 hifi	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5699124	1	5436483		3252657	57	29.8	2	2		2	1	5436483	2	5699124	5699124	98.93	73.3746	0.37	Klebsiella pneumoniae	species	573	v1.2.3	GCF_040029055.1													HvKP51	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_040029785.2	99.14	GCA_000788015.1	86.8	type	Klebsiella pneumoniae	87.82	derived_species_match	category_na	OK	na	99.14	GCA_000788015.1	86.8	type	Klebsiella pneumoniae subsp. pneumoniae	87.82	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5461	127	5709	Best-placed reference protein set; GeneMarkS-2+	GCF_040029785.2-RS_2024_07_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-07-04		6.7		HGAP v. 4			PRJNA1116332	PRJNA1116332			Klebsiella pneumoniae strain:HvKP51-KPC-TC Genome sequencing	SAMN41531519		strain	HvKP51-KPC-TC		PRJNA1116332						2019										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	HvKP51-KPC-TC				sputum	2024-05-25T05:01:04.570		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-05-25T00:00:00.000						live	2024-05-25T04:29:04.321	HvKP51-KPC-TC		2024-05-25T04:29:04.320						Complete Genome				ASM4002978v1		GCA_040029785.2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-07-03	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5793181	1	5436476		3302572	57	284	3	3		3	1	5436476	3	5793181	5793181	98.93	73.3746	0.54	Klebsiella pneumoniae	species	573	v1.2.4	GCF_040029785.2													HvKP51-KPC-TC	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_040029785.2	99.14	GCA_000788015.1	86.8	type	Klebsiella pneumoniae	87.82	derived_species_match	category_na	OK	na	99.14	GCA_000788015.1	86.8	type	Klebsiella pneumoniae subsp. pneumoniae	87.82	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5461	127	5709	Best-placed reference protein set; GeneMarkS-2+	GCF_040029785.2-RS_2024_07_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-07-04		6.7		HGAP v. 4			PRJNA1116332	PRJNA1116332			Klebsiella pneumoniae strain:HvKP51-KPC-TC Genome sequencing	SAMN41531519		host	Homo sapiens		PRJNA1116332						2019										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	HvKP51-KPC-TC				sputum	2024-05-25T05:01:04.570		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-05-25T00:00:00.000						live	2024-05-25T04:29:04.321	HvKP51-KPC-TC		2024-05-25T04:29:04.320						Complete Genome				ASM4002978v1		GCA_040029785.2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-07-03	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5793181	1	5436476		3302572	57	284	3	3		3	1	5436476	3	5793181	5793181	98.93	73.3746	0.54	Klebsiella pneumoniae	species	573	v1.2.4	GCF_040029785.2													HvKP51-KPC-TC	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_040029785.2	99.14	GCA_000788015.1	86.8	type	Klebsiella pneumoniae	87.82	derived_species_match	category_na	OK	na	99.14	GCA_000788015.1	86.8	type	Klebsiella pneumoniae subsp. pneumoniae	87.82	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5461	127	5709	Best-placed reference protein set; GeneMarkS-2+	GCF_040029785.2-RS_2024_07_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-07-04		6.7		HGAP v. 4			PRJNA1116332	PRJNA1116332			Klebsiella pneumoniae strain:HvKP51-KPC-TC Genome sequencing	SAMN41531519		isolation_source	sputum		PRJNA1116332						2019										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	HvKP51-KPC-TC				sputum	2024-05-25T05:01:04.570		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-05-25T00:00:00.000						live	2024-05-25T04:29:04.321	HvKP51-KPC-TC		2024-05-25T04:29:04.320						Complete Genome				ASM4002978v1		GCA_040029785.2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-07-03	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5793181	1	5436476		3302572	57	284	3	3		3	1	5436476	3	5793181	5793181	98.93	73.3746	0.54	Klebsiella pneumoniae	species	573	v1.2.4	GCF_040029785.2													HvKP51-KPC-TC	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_040029785.2	99.14	GCA_000788015.1	86.8	type	Klebsiella pneumoniae	87.82	derived_species_match	category_na	OK	na	99.14	GCA_000788015.1	86.8	type	Klebsiella pneumoniae subsp. pneumoniae	87.82	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5461	127	5709	Best-placed reference protein set; GeneMarkS-2+	GCF_040029785.2-RS_2024_07_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-07-04		6.7		HGAP v. 4			PRJNA1116332	PRJNA1116332			Klebsiella pneumoniae strain:HvKP51-KPC-TC Genome sequencing	SAMN41531519		collection_date	2019		PRJNA1116332						2019										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	HvKP51-KPC-TC				sputum	2024-05-25T05:01:04.570		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-05-25T00:00:00.000						live	2024-05-25T04:29:04.321	HvKP51-KPC-TC		2024-05-25T04:29:04.320						Complete Genome				ASM4002978v1		GCA_040029785.2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-07-03	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5793181	1	5436476		3302572	57	284	3	3		3	1	5436476	3	5793181	5793181	98.93	73.3746	0.54	Klebsiella pneumoniae	species	573	v1.2.4	GCF_040029785.2													HvKP51-KPC-TC	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_040029785.2	99.14	GCA_000788015.1	86.8	type	Klebsiella pneumoniae	87.82	derived_species_match	category_na	OK	na	99.14	GCA_000788015.1	86.8	type	Klebsiella pneumoniae subsp. pneumoniae	87.82	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5461	127	5709	Best-placed reference protein set; GeneMarkS-2+	GCF_040029785.2-RS_2024_07_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-07-04		6.7		HGAP v. 4			PRJNA1116332	PRJNA1116332			Klebsiella pneumoniae strain:HvKP51-KPC-TC Genome sequencing	SAMN41531519		geo_loc_name	China:Nanchang		PRJNA1116332						2019										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	HvKP51-KPC-TC				sputum	2024-05-25T05:01:04.570		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-05-25T00:00:00.000						live	2024-05-25T04:29:04.321	HvKP51-KPC-TC		2024-05-25T04:29:04.320						Complete Genome				ASM4002978v1		GCA_040029785.2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-07-03	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5793181	1	5436476		3302572	57	284	3	3		3	1	5436476	3	5793181	5793181	98.93	73.3746	0.54	Klebsiella pneumoniae	species	573	v1.2.4	GCF_040029785.2													HvKP51-KPC-TC	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_040029785.2	99.14	GCA_000788015.1	86.8	type	Klebsiella pneumoniae	87.82	derived_species_match	category_na	OK	na	99.14	GCA_000788015.1	86.8	type	Klebsiella pneumoniae subsp. pneumoniae	87.82	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5461	127	5709	Best-placed reference protein set; GeneMarkS-2+	GCF_040029785.2-RS_2024_07_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-07-04		6.7		HGAP v. 4			PRJNA1116332	PRJNA1116332			Klebsiella pneumoniae strain:HvKP51-KPC-TC Genome sequencing	SAMN41531519		sample_type	whole organism		PRJNA1116332						2019										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	HvKP51-KPC-TC				sputum	2024-05-25T05:01:04.570		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-05-25T00:00:00.000						live	2024-05-25T04:29:04.321	HvKP51-KPC-TC		2024-05-25T04:29:04.320						Complete Genome				ASM4002978v1		GCA_040029785.2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-07-03	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5793181	1	5436476		3302572	57	284	3	3		3	1	5436476	3	5793181	5793181	98.93	73.3746	0.54	Klebsiella pneumoniae	species	573	v1.2.4	GCF_040029785.2													HvKP51-KPC-TC	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022025.1	99.73	GCA_000788015.1	88.79	type	Klebsiella pneumoniae	90.94	derived_species_match	category_na	OK	na	99.73	GCA_000788015.1	88.79	type	Klebsiella pneumoniae subsp. pneumoniae	90.94	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5610	165	5897	Best-placed reference protein set; GeneMarkS-2+	GCF_041022025.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		HGAP v. 4			PRJNA1139232	PRJNA1139232			Klebsiella pneumoniae strain:NC9 Genome sequencing	SAMN42768047		strain	NC9		PRJNA1139232						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang					Sample name	NC9				sputum	2024-07-23T21:01:04.940		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T20:38:04.149	NC9		2024-07-23T20:38:04.150						Complete Genome				ASM4102202v1		GCA_041022025.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5864393	1	5417199		3342578	57	29.5	6	6		6	1	5417199	6	5864393	5864393	98.81	62.7207	0.38	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022025.1													NC9	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022025.1	99.73	GCA_000788015.1	88.79	type	Klebsiella pneumoniae	90.94	derived_species_match	category_na	OK	na	99.73	GCA_000788015.1	88.79	type	Klebsiella pneumoniae subsp. pneumoniae	90.94	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5610	165	5897	Best-placed reference protein set; GeneMarkS-2+	GCF_041022025.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		HGAP v. 4			PRJNA1139232	PRJNA1139232			Klebsiella pneumoniae strain:NC9 Genome sequencing	SAMN42768047		isolation_source	sputum		PRJNA1139232						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang					Sample name	NC9				sputum	2024-07-23T21:01:04.940		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T20:38:04.149	NC9		2024-07-23T20:38:04.150						Complete Genome				ASM4102202v1		GCA_041022025.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5864393	1	5417199		3342578	57	29.5	6	6		6	1	5417199	6	5864393	5864393	98.81	62.7207	0.38	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022025.1													NC9	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022025.1	99.73	GCA_000788015.1	88.79	type	Klebsiella pneumoniae	90.94	derived_species_match	category_na	OK	na	99.73	GCA_000788015.1	88.79	type	Klebsiella pneumoniae subsp. pneumoniae	90.94	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5610	165	5897	Best-placed reference protein set; GeneMarkS-2+	GCF_041022025.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		HGAP v. 4			PRJNA1139232	PRJNA1139232			Klebsiella pneumoniae strain:NC9 Genome sequencing	SAMN42768047		collection_date	2021		PRJNA1139232						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang					Sample name	NC9				sputum	2024-07-23T21:01:04.940		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T20:38:04.149	NC9		2024-07-23T20:38:04.150						Complete Genome				ASM4102202v1		GCA_041022025.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5864393	1	5417199		3342578	57	29.5	6	6		6	1	5417199	6	5864393	5864393	98.81	62.7207	0.38	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022025.1													NC9	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022025.1	99.73	GCA_000788015.1	88.79	type	Klebsiella pneumoniae	90.94	derived_species_match	category_na	OK	na	99.73	GCA_000788015.1	88.79	type	Klebsiella pneumoniae subsp. pneumoniae	90.94	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5610	165	5897	Best-placed reference protein set; GeneMarkS-2+	GCF_041022025.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		HGAP v. 4			PRJNA1139232	PRJNA1139232			Klebsiella pneumoniae strain:NC9 Genome sequencing	SAMN42768047		geo_loc_name	China:Nanchang		PRJNA1139232						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang					Sample name	NC9				sputum	2024-07-23T21:01:04.940		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T20:38:04.149	NC9		2024-07-23T20:38:04.150						Complete Genome				ASM4102202v1		GCA_041022025.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5864393	1	5417199		3342578	57	29.5	6	6		6	1	5417199	6	5864393	5864393	98.81	62.7207	0.38	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022025.1													NC9	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022025.1	99.73	GCA_000788015.1	88.79	type	Klebsiella pneumoniae	90.94	derived_species_match	category_na	OK	na	99.73	GCA_000788015.1	88.79	type	Klebsiella pneumoniae subsp. pneumoniae	90.94	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5610	165	5897	Best-placed reference protein set; GeneMarkS-2+	GCF_041022025.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		HGAP v. 4			PRJNA1139232	PRJNA1139232			Klebsiella pneumoniae strain:NC9 Genome sequencing	SAMN42768047		sample_type	whole organism		PRJNA1139232						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang					Sample name	NC9				sputum	2024-07-23T21:01:04.940		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T20:38:04.149	NC9		2024-07-23T20:38:04.150						Complete Genome				ASM4102202v1		GCA_041022025.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5864393	1	5417199		3342578	57	29.5	6	6		6	1	5417199	6	5864393	5864393	98.81	62.7207	0.38	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022025.1													NC9	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022035.1	99.71	GCA_000788015.1	88.33	type	Klebsiella pneumoniae	91.34	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.33	type	Klebsiella pneumoniae subsp. pneumoniae	91.34	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5671	172	5964	Best-placed reference protein set; GeneMarkS-2+	GCF_041022035.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139245	PRJNA1139245			Klebsiella pneumoniae strain:NC20 Genome sequencing	SAMN42768431		strain	NC20		PRJNA1139245						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC20				ascites	2024-07-23T22:01:19.623		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:25:04.279	NC20		2024-07-23T21:25:04.280						Complete Genome				ASM4102203v1		GCA_041022035.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5921365	1	5480768		3372665	57	28	6	6		6	1	5480768	6	5921365	5921365	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022035.1													NC20	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022035.1	99.71	GCA_000788015.1	88.33	type	Klebsiella pneumoniae	91.34	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.33	type	Klebsiella pneumoniae subsp. pneumoniae	91.34	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5671	172	5964	Best-placed reference protein set; GeneMarkS-2+	GCF_041022035.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139245	PRJNA1139245			Klebsiella pneumoniae strain:NC20 Genome sequencing	SAMN42768431		host	Homo sapiens		PRJNA1139245						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC20				ascites	2024-07-23T22:01:19.623		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:25:04.279	NC20		2024-07-23T21:25:04.280						Complete Genome				ASM4102203v1		GCA_041022035.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5921365	1	5480768		3372665	57	28	6	6		6	1	5480768	6	5921365	5921365	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022035.1													NC20	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
